Tree,Station,Timestamp,MC2_Port5_degreeCAirTemperature,MC2_Port5_RHRelativeHumidity,MC2_Port5_kPaAtmosphericPressure,MC2_Port5_kPaVPD,MC2_Port6_minLeafWetness,MC2_Port6_minLeafWetnesshigh,MC2_Port6_WetnessLevel
TV2,S5,2022-08-12T16:00:00Z,18,0.974,85.55,0.05,3,0,450
TV2,S5,2022-08-12T16:15:00Z,18.2,0.966,85.56,0.07,7,0,452
TV2,S5,2022-08-12T16:30:00Z,18,0.974,85.57,0.05,15,6,464
TV2,S5,2022-08-12T16:45:00Z,18,0.976,85.57,0.05,15,15,521
TV2,S5,2022-08-12T17:00:00Z,17.8,0.974,85.58,0.05,15,15,599
TV2,S5,2022-08-12T17:15:00Z,17.6,0.982,85.58,0.04,15,15,752
TV2,S5,2022-08-12T17:30:00Z,17.5,0.989,85.58,0.02,15,15,748
TV2,S5,2022-08-12T17:45:00Z,17.3,0.998,85.57,0,15,15,759
TV2,S5,2022-08-12T18:00:00Z,17.4,0.997,85.56,0.01,15,15,750
TV2,S5,2022-08-12T18:15:00Z,17.4,0.992,85.58,0.02,15,15,792
TV2,S5,2022-08-12T18:30:00Z,17.3,0.993,85.58,0.01,15,15,766
TV2,S5,2022-08-12T18:45:00Z,17.4,0.995,85.59,0.01,15,15,766
TV2,S5,2022-08-12T19:00:00Z,17.4,0.999,85.6,0,15,15,734
TV2,S5,2022-08-12T19:15:00Z,17.4,0.999,85.6,0,15,15,736
TV2,S5,2022-08-12T19:30:00Z,17.4,1.001,85.6,0,15,15,716
TV2,S5,2022-08-12T19:45:00Z,17.4,0.999,85.59,0,15,15,715
TV2,S5,2022-08-12T20:00:00Z,17.4,0.991,85.6,0.02,15,15,728
TV2,S5,2022-08-12T20:15:00Z,17.3,0.979,85.61,0.04,15,15,708
TV2,S5,2022-08-12T20:30:00Z,17.7,0.929,85.62,0.14,15,15,691
TV2,S5,2022-08-12T20:45:00Z,17.5,0.941,85.64,0.12,15,15,691
TV2,S5,2022-08-12T21:00:00Z,16.9,0.951,85.68,0.09,15,15,686
TV2,S5,2022-08-12T21:15:00Z,16.7,0.964,85.7,0.07,15,15,687
TV2,S5,2022-08-12T21:30:00Z,16.8,0.942,85.73,0.11,15,15,675
TV2,S5,2022-08-12T21:45:00Z,17,0.922,85.75,0.15,15,15,662
TV2,S5,2022-08-12T22:00:00Z,16.9,0.935,85.76,0.13,15,15,658
TV2,S5,2022-08-12T22:15:00Z,16.9,0.934,85.75,0.13,15,15,649
TV2,S5,2022-08-12T22:30:00Z,17.2,0.929,85.75,0.14,15,15,632
TV2,S5,2022-08-12T22:45:00Z,17.3,0.926,85.76,0.15,15,15,621
TV2,S5,2022-08-12T23:00:00Z,16.9,0.948,85.77,0.1,15,15,619
TV2,S5,2022-08-12T23:15:00Z,17,0.954,85.76,0.09,15,15,611
TV2,S5,2022-08-12T23:30:00Z,17.1,0.954,85.76,0.09,15,15,605
TV2,S5,2022-08-12T23:45:00Z,17,0.959,85.76,0.08,15,15,602
TV2,S5,2022-08-13T00:00:00Z,16.6,0.977,85.73,0.04,15,15,602
TV2,S5,2022-08-13T00:15:00Z,16.6,0.979,85.71,0.04,15,15,598
TV2,S5,2022-08-13T00:30:00Z,16.6,0.984,85.71,0.03,15,15,596
TV2,S5,2022-08-13T00:45:00Z,16.6,0.984,85.7,0.03,15,15,595
TV2,S5,2022-08-13T01:00:00Z,16.4,0.99,85.68,0.02,15,15,598
TV2,S5,2022-08-13T01:15:00Z,16.4,0.997,85.66,0,15,15,607
TV2,S5,2022-08-13T01:30:00Z,16.3,0.999,85.67,0,15,15,610
TV2,S5,2022-08-13T01:45:00Z,16.2,1,85.66,0,15,15,612
TV2,S5,2022-08-13T02:00:00Z,16.2,1,85.65,0,15,15,615
TV2,S5,2022-08-13T02:15:00Z,16.2,0.999,85.64,0,15,15,621
TV2,S5,2022-08-13T02:30:00Z,16,1,85.63,0,15,15,626
TV2,S5,2022-08-13T02:45:00Z,16,1,85.61,0,15,15,623
TV2,S5,2022-08-13T03:00:00Z,16,1,85.61,0,15,15,629
TV2,S5,2022-08-13T03:15:00Z,16,1,85.6,0,15,15,632
TV2,S5,2022-08-13T03:30:00Z,16.3,1,85.6,0,15,15,636
TV2,S5,2022-08-13T03:45:00Z,16.4,0.999,85.6,0,15,15,642
TV2,S5,2022-08-13T04:00:00Z,16.4,1.001,85.61,0,15,15,645
TV2,S5,2022-08-13T04:15:00Z,16.5,1,85.59,0,15,15,644
TV2,S5,2022-08-13T04:30:00Z,16.5,1,85.59,0,15,15,645
TV2,S5,2022-08-13T04:45:00Z,16.4,1,85.59,0,15,15,648
TV2,S5,2022-08-13T05:00:00Z,16.4,1,85.6,0,15,15,648
TV2,S5,2022-08-13T05:15:00Z,16.2,1,85.6,0,15,15,651
TV2,S5,2022-08-13T05:30:00Z,16.2,1,85.59,0,15,15,646
TV2,S5,2022-08-13T05:45:00Z,16.1,1,85.59,0,15,15,656
TV2,S5,2022-08-13T06:00:00Z,16.1,0.995,85.6,0.01,15,15,657
TV2,S5,2022-08-13T06:15:00Z,16.4,0.976,85.6,0.04,15,15,635
TV2,S5,2022-08-13T06:30:00Z,17.1,0.947,85.61,0.1,15,15,564
TV2,S5,2022-08-13T06:45:00Z,16.8,0.961,85.64,0.07,15,15,539
TV2,S5,2022-08-13T07:00:00Z,17.2,0.948,85.66,0.1,15,15,498
TV2,S5,2022-08-13T07:15:00Z,17,0.946,85.67,0.11,15,15,476
TV2,S5,2022-08-13T07:30:00Z,17.8,0.932,85.68,0.14,15,9,453
TV2,S5,2022-08-13T07:45:00Z,18.8,0.879,85.68,0.26,4,0,446
TV2,S5,2022-08-13T08:00:00Z,19.7,0.838,85.69,0.37,0,0,446
TV2,S5,2022-08-13T08:15:00Z,20.1,0.809,85.71,0.45,0,0,444
TV2,S5,2022-08-13T08:30:00Z,20.3,0.834,85.72,0.4,0,0,444
TV2,S5,2022-08-13T08:45:00Z,20.8,0.819,85.73,0.44,0,0,444
TV2,S5,2022-08-13T09:00:00Z,21.4,0.823,85.74,0.45,0,0,443
TV2,S5,2022-08-13T09:15:00Z,22.5,0.768,85.73,0.63,0,0,443
TV2,S5,2022-08-13T09:30:00Z,22.7,0.752,85.73,0.68,0,0,441
TV2,S5,2022-08-13T09:45:00Z,22.4,0.764,85.73,0.64,0,0,443
TV2,S5,2022-08-13T10:00:00Z,21.3,0.809,85.75,0.48,0,0,444
TV2,S5,2022-08-13T10:15:00Z,20.5,0.841,85.76,0.38,0,0,444
TV2,S5,2022-08-13T10:30:00Z,21.4,0.816,85.74,0.47,0,0,444
TV2,S5,2022-08-13T10:45:00Z,22,0.8,85.73,0.53,0,0,444
TV2,S5,2022-08-13T11:00:00Z,21.6,0.806,85.73,0.5,0,0,445
TV2,S5,2022-08-13T11:15:00Z,20.7,0.864,85.74,0.33,0,0,447
TV2,S5,2022-08-13T11:30:00Z,20,0.91,85.74,0.21,0,0,448
TV2,S5,2022-08-13T11:45:00Z,19.2,0.936,85.74,0.14,13,11,762
TV2,S5,2022-08-13T12:00:00Z,18.9,0.968,85.73,0.07,15,15,790
TV2,S5,2022-08-13T12:15:00Z,19.2,0.971,85.71,0.06,15,15,764
TV2,S5,2022-08-13T12:30:00Z,19.4,0.971,85.69,0.06,15,15,731
TV2,S5,2022-08-13T12:45:00Z,19.3,0.968,85.67,0.07,15,15,703
TV2,S5,2022-08-13T13:00:00Z,19.4,0.97,85.65,0.07,15,15,852
TV2,S5,2022-08-13T13:15:00Z,19.4,0.957,85.63,0.1,15,15,932
TV2,S5,2022-08-13T13:30:00Z,20.2,0.945,85.61,0.13,15,15,860
TV2,S5,2022-08-13T13:45:00Z,19,0.963,85.61,0.08,15,15,891
TV2,S5,2022-08-13T14:00:00Z,18.9,0.976,85.6,0.05,15,15,824
TV2,S5,2022-08-13T14:15:00Z,18.6,0.977,85.59,0.05,15,15,754
TV2,S5,2022-08-13T14:30:00Z,18.6,0.984,85.58,0.03,15,15,691
TV2,S5,2022-08-13T14:45:00Z,18.5,0.987,85.57,0.03,15,15,681
TV2,S5,2022-08-13T15:00:00Z,18.6,0.987,85.54,0.03,15,15,674
TV2,S5,2022-08-13T15:15:00Z,18.6,0.981,85.54,0.04,15,15,664
TV2,S5,2022-08-13T15:30:00Z,18.7,0.967,85.54,0.07,15,15,655
TV2,S5,2022-08-13T15:45:00Z,18.7,0.958,85.53,0.09,15,15,647
TV2,S5,2022-08-13T16:00:00Z,18.7,0.982,85.51,0.04,15,15,642
TV2,S5,2022-08-13T16:15:00Z,18.7,0.954,85.49,0.1,15,15,631
TV2,S5,2022-08-13T16:30:00Z,18.6,0.952,85.5,0.1,15,15,624
TV2,S5,2022-08-13T16:45:00Z,18.5,0.967,85.49,0.07,15,15,619
TV2,S5,2022-08-13T17:00:00Z,18.5,0.956,85.5,0.09,15,15,611
TV2,S5,2022-08-13T17:15:00Z,18.5,0.952,85.5,0.1,15,15,606
TV2,S5,2022-08-13T17:30:00Z,18.4,0.956,85.5,0.09,15,15,603
TV2,S5,2022-08-13T17:45:00Z,18.2,0.954,85.5,0.1,15,15,601
TV2,S5,2022-08-13T18:00:00Z,18.1,0.953,85.52,0.1,15,15,601
TV2,S5,2022-08-13T18:15:00Z,17.7,0.969,85.54,0.06,15,15,607
TV2,S5,2022-08-13T18:30:00Z,17.4,0.991,85.56,0.02,15,15,616
TV2,S5,2022-08-13T18:45:00Z,17.3,0.997,85.58,0.01,15,15,627
TV2,S5,2022-08-13T19:00:00Z,17.4,0.999,85.6,0,15,15,620
TV2,S5,2022-08-13T19:15:00Z,17.3,1,85.63,0,15,15,618
TV2,S5,2022-08-13T19:30:00Z,17.4,1,85.65,0,15,15,618
TV2,S5,2022-08-13T19:45:00Z,17.5,1,85.67,0,15,15,618
TV2,S5,2022-08-13T20:00:00Z,17.4,1,85.67,0,15,15,623
TV2,S5,2022-08-13T20:15:00Z,17.3,1,85.67,0,15,15,623
TV2,S5,2022-08-13T20:30:00Z,17.3,0.999,85.68,0,15,15,606
TV2,S5,2022-08-13T20:45:00Z,17.2,1,85.68,0,15,15,615
TV2,S5,2022-08-13T21:00:00Z,17.1,1,85.7,0,15,15,622
TV2,S5,2022-08-13T21:15:00Z,16.9,1,85.72,0,15,15,628
TV2,S5,2022-08-13T21:30:00Z,16.9,1,85.73,0,15,15,631
TV2,S5,2022-08-13T21:45:00Z,17.2,1,85.75,0,15,15,630
TV2,S5,2022-08-13T22:00:00Z,17.3,1,85.75,0,15,15,630
TV2,S5,2022-08-13T22:15:00Z,17.4,1,85.74,0,15,15,634
TV2,S5,2022-08-13T22:30:00Z,17.2,1,85.73,0,15,15,641
TV2,S5,2022-08-13T22:45:00Z,17,1,85.72,0,15,15,647
TV2,S5,2022-08-13T23:00:00Z,16.9,1,85.73,0,15,15,656
TV2,S5,2022-08-13T23:15:00Z,16.8,1,85.73,0,15,15,667
TV2,S5,2022-08-13T23:30:00Z,16.8,1,85.72,0,15,15,679
TV2,S5,2022-08-13T23:45:00Z,16.7,1,85.7,0,15,15,683
TV2,S5,2022-08-14T00:00:00Z,16.8,1.001,85.69,0,15,15,652
TV2,S5,2022-08-14T00:15:00Z,16.7,1,85.68,0,15,15,654
TV2,S5,2022-08-14T00:30:00Z,16.7,1,85.68,0,15,15,762
TV2,S5,2022-08-14T00:45:00Z,16.8,0.999,85.67,0,15,15,906
TV2,S5,2022-08-14T01:00:00Z,17,0.999,85.67,0,15,15,842
TV2,S5,2022-08-14T01:15:00Z,17.3,0.999,85.64,0,15,15,841
TV2,S5,2022-08-14T01:30:00Z,17.4,1,85.64,0,15,15,891
TV2,S5,2022-08-14T01:45:00Z,17.3,1,85.61,0,15,15,680
TV2,S5,2022-08-14T02:00:00Z,17.1,1.001,85.58,0,15,15,916
TV2,S5,2022-08-14T02:15:00Z,17.2,0.999,85.58,0,15,15,916
TV2,S5,2022-08-14T02:30:00Z,17.2,0.999,85.56,0,15,15,912
TV2,S5,2022-08-14T02:45:00Z,17.2,1,85.54,0,15,15,913
TV2,S5,2022-08-14T03:00:00Z,17.2,1,85.53,0,15,15,913
TV2,S5,2022-08-14T03:15:00Z,17.2,0.999,85.53,0,15,15,930
TV2,S5,2022-08-14T03:30:00Z,17.4,1,85.54,0,15,15,1016
TV2,S5,2022-08-14T03:45:00Z,17.4,1,85.53,0,15,15,1049
TV2,S5,2022-08-14T04:00:00Z,17.2,1,85.53,0,15,15,1087
TV2,S5,2022-08-14T04:15:00Z,17,1,85.55,0,15,15,925
TV2,S5,2022-08-14T04:30:00Z,17.2,1,85.54,0,15,15,978
TV2,S5,2022-08-14T04:45:00Z,17.2,1,85.54,0,15,15,1040
TV2,S5,2022-08-14T05:00:00Z,17.1,1,85.53,0,15,15,1045
TV2,S5,2022-08-14T05:15:00Z,17.1,0.999,85.54,0,15,15,1044
TV2,S5,2022-08-14T05:30:00Z,17,0.992,85.54,0.02,15,15,1035
TV2,S5,2022-08-14T05:45:00Z,17,0.993,85.55,0.01,15,15,1036
TV2,S5,2022-08-14T06:00:00Z,17,0.991,85.56,0.02,15,15,1034
TV2,S5,2022-08-14T06:15:00Z,17.2,0.984,85.56,0.03,15,15,1025
TV2,S5,2022-08-14T06:30:00Z,17.7,0.965,85.56,0.07,15,15,1007
TV2,S5,2022-08-14T06:45:00Z,17.7,0.955,85.58,0.09,15,15,994
TV2,S5,2022-08-14T07:00:00Z,18.2,0.943,85.58,0.12,15,15,949
TV2,S5,2022-08-14T07:15:00Z,18.9,0.919,85.58,0.18,15,15,883
TV2,S5,2022-08-14T07:30:00Z,19.6,0.897,85.58,0.24,15,15,779
TV2,S5,2022-08-14T07:45:00Z,19.6,0.885,85.6,0.26,15,15,631
TV2,S5,2022-08-14T08:00:00Z,19.6,0.89,85.62,0.25,15,15,566
TV2,S5,2022-08-14T08:15:00Z,19.7,0.889,85.62,0.26,15,15,517
TV2,S5,2022-08-14T08:30:00Z,19.5,0.887,85.62,0.26,15,15,483
TV2,S5,2022-08-14T08:45:00Z,19.6,0.885,85.63,0.26,15,13,458
TV2,S5,2022-08-14T09:00:00Z,19.9,0.878,85.63,0.28,7,0,446
TV2,S5,2022-08-14T09:15:00Z,20.4,0.867,85.64,0.32,0,0,445
TV2,S5,2022-08-14T09:30:00Z,20.7,0.827,85.66,0.42,0,0,446
TV2,S5,2022-08-14T09:45:00Z,20.7,0.838,85.66,0.4,0,0,444
TV2,S5,2022-08-14T10:00:00Z,20.7,0.857,85.68,0.35,0,0,445
TV2,S5,2022-08-14T10:15:00Z,20.6,0.854,85.69,0.35,0,0,444
TV2,S5,2022-08-14T10:30:00Z,20.3,0.862,85.7,0.33,0,0,445
TV2,S5,2022-08-14T10:45:00Z,20.2,0.87,85.7,0.31,0,0,448
TV2,S5,2022-08-14T11:00:00Z,20.5,0.876,85.69,0.3,0,0,446
TV2,S5,2022-08-14T11:15:00Z,21.2,0.835,85.68,0.42,0,0,444
TV2,S5,2022-08-14T11:30:00Z,21.5,0.806,85.66,0.5,0,0,444
TV2,S5,2022-08-14T11:45:00Z,21.8,0.788,85.65,0.55,0,0,446
TV2,S5,2022-08-14T12:00:00Z,21.5,0.826,85.63,0.45,0,0,444
TV2,S5,2022-08-14T12:15:00Z,21,0.845,85.63,0.39,0,0,447
TV2,S5,2022-08-14T12:30:00Z,21,0.827,85.6,0.43,0,0,446
TV2,S5,2022-08-14T12:45:00Z,20.8,0.84,85.59,0.39,0,0,447
TV2,S5,2022-08-14T13:00:00Z,20.2,0.891,85.58,0.26,0,0,446
TV2,S5,2022-08-14T13:15:00Z,20.9,0.855,85.54,0.36,0,0,447
TV2,S5,2022-08-14T13:30:00Z,21.6,0.83,85.51,0.44,0,0,446
TV2,S5,2022-08-14T13:45:00Z,21.1,0.848,85.51,0.38,0,0,447
TV2,S5,2022-08-14T14:00:00Z,20.6,0.871,85.49,0.31,0,0,448
TV2,S5,2022-08-14T14:15:00Z,20.3,0.891,85.51,0.26,0,0,447
TV2,S5,2022-08-14T14:30:00Z,20.2,0.907,85.51,0.22,8,6,471
TV2,S5,2022-08-14T14:45:00Z,19.8,0.914,85.48,0.2,15,11,457
TV2,S5,2022-08-14T15:00:00Z,19.7,0.927,85.49,0.17,15,0,452
TV2,S5,2022-08-14T15:15:00Z,19.6,0.941,85.46,0.13,15,0,451
TV2,S5,2022-08-14T15:30:00Z,19.2,0.963,85.42,0.08,15,0,450
TV2,S5,2022-08-14T15:45:00Z,19.3,0.955,85.42,0.1,10,0,450
TV2,S5,2022-08-14T16:00:00Z,19.4,0.94,85.43,0.14,0,0,449
TV2,S5,2022-08-14T16:15:00Z,19.6,0.943,85.42,0.13,0,0,449
TV2,S5,2022-08-14T16:30:00Z,19.5,0.955,85.42,0.1,0,0,450
TV2,S5,2022-08-14T16:45:00Z,19.2,0.956,85.4,0.1,0,0,450
TV2,S5,2022-08-14T17:00:00Z,19.2,0.945,85.43,0.12,3,0,450
TV2,S5,2022-08-14T17:15:00Z,19.1,0.949,85.44,0.11,11,0,450
TV2,S5,2022-08-14T17:30:00Z,19,0.944,85.45,0.12,14,0,458
TV2,S5,2022-08-14T17:45:00Z,18.9,0.948,85.48,0.11,15,0,458
TV2,S5,2022-08-14T18:00:00Z,18.7,0.967,85.51,0.07,15,13,461
TV2,S5,2022-08-14T18:15:00Z,18.8,0.966,85.52,0.07,15,15,891
TV2,S5,2022-08-14T18:30:00Z,18.6,0.974,85.53,0.06,15,15,844
TV2,S5,2022-08-14T18:45:00Z,18.4,0.97,85.55,0.06,15,15,719
TV2,S5,2022-08-14T19:00:00Z,17.8,0.987,85.57,0.03,15,15,906
TV2,S5,2022-08-14T19:15:00Z,17.8,0.993,85.59,0.01,15,15,868
TV2,S5,2022-08-14T19:30:00Z,17.9,0.994,85.61,0.01,15,15,960
TV2,S5,2022-08-14T19:45:00Z,18,0.988,85.62,0.02,15,15,957
TV2,S5,2022-08-14T20:00:00Z,18,0.985,85.64,0.03,15,15,1009
TV2,S5,2022-08-14T20:15:00Z,18,0.99,85.65,0.02,15,15,975
TV2,S5,2022-08-14T20:30:00Z,17.8,0.996,85.65,0.01,15,15,1004
TV2,S5,2022-08-14T20:45:00Z,17.8,0.996,85.66,0.01,15,15,982
TV2,S5,2022-08-14T21:00:00Z,17.8,0.994,85.67,0.01,15,15,981
TV2,S5,2022-08-14T21:15:00Z,17.6,0.995,85.68,0.01,15,15,980
TV2,S5,2022-08-14T21:30:00Z,17.7,0.998,85.68,0,15,15,978
TV2,S5,2022-08-14T21:45:00Z,17.6,0.996,85.68,0.01,15,15,987
TV2,S5,2022-08-14T22:00:00Z,17.6,0.998,85.68,0,15,15,1000
TV2,S5,2022-08-14T22:15:00Z,17.6,0.997,85.72,0.01,15,15,1001
TV2,S5,2022-08-14T22:30:00Z,17.5,0.995,85.71,0.01,15,15,1004
TV2,S5,2022-08-14T22:45:00Z,17.2,0.999,85.68,0,15,15,1008
TV2,S5,2022-08-14T23:00:00Z,17,1,85.68,0,15,15,1011
TV2,S5,2022-08-14T23:15:00Z,17,1,85.67,0,15,15,1013
TV2,S5,2022-08-14T23:30:00Z,17.1,1,85.68,0,15,15,1013
TV2,S5,2022-08-14T23:45:00Z,17,1.001,85.66,0,15,15,1016
TV2,S5,2022-08-15T00:00:00Z,16.9,1,85.64,0,15,15,992
TV2,S5,2022-08-15T00:15:00Z,16.8,1,85.62,0,15,15,995
TV2,S5,2022-08-15T00:30:00Z,16.8,0.997,85.59,0.01,15,15,995
TV2,S5,2022-08-15T00:45:00Z,16.9,0.991,85.57,0.02,15,15,995
TV2,S5,2022-08-15T01:00:00Z,16.9,0.989,85.56,0.02,15,15,996
TV2,S5,2022-08-15T01:15:00Z,16.8,0.986,85.54,0.03,15,15,997
TV2,S5,2022-08-15T01:30:00Z,16.7,0.987,85.5,0.02,15,15,1000
TV2,S5,2022-08-15T01:45:00Z,16.6,0.988,85.49,0.02,15,15,1002
TV2,S5,2022-08-15T02:00:00Z,16.4,0.988,85.47,0.02,15,15,1005
TV2,S5,2022-08-15T02:15:00Z,16.4,0.984,85.46,0.03,15,15,998
TV2,S5,2022-08-15T02:30:00Z,16.6,0.964,85.45,0.07,15,15,997
TV2,S5,2022-08-15T02:45:00Z,16.1,0.981,85.45,0.04,15,15,996
TV2,S5,2022-08-15T03:00:00Z,15.9,0.99,85.44,0.02,15,15,1000
TV2,S5,2022-08-15T03:15:00Z,16,0.988,85.42,0.02,15,15,1000
TV2,S5,2022-08-15T03:30:00Z,16.2,0.967,85.43,0.06,15,15,1000
TV2,S5,2022-08-15T03:45:00Z,15.9,0.972,85.43,0.05,15,15,1003
TV2,S5,2022-08-15T04:00:00Z,15.6,0.984,85.42,0.03,15,15,1008
TV2,S5,2022-08-15T04:15:00Z,16,0.965,85.43,0.06,15,15,1001
TV2,S5,2022-08-15T04:30:00Z,16.3,0.941,85.42,0.11,15,15,993
TV2,S5,2022-08-15T04:45:00Z,16.4,0.928,85.41,0.13,15,15,986
TV2,S5,2022-08-15T05:00:00Z,16.5,0.915,85.44,0.16,15,15,979
TV2,S5,2022-08-15T05:15:00Z,16,0.951,85.46,0.09,15,15,982
TV2,S5,2022-08-15T05:30:00Z,15.5,0.982,85.46,0.03,15,15,986
TV2,S5,2022-08-15T05:45:00Z,15.4,0.994,85.48,0.01,15,15,989
TV2,S5,2022-08-15T06:00:00Z,15.2,0.997,85.49,0.01,15,15,990
TV2,S5,2022-08-15T06:15:00Z,16.1,0.99,85.5,0.02,15,15,976
TV2,S5,2022-08-15T06:30:00Z,17.1,0.934,85.51,0.13,15,15,949
TV2,S5,2022-08-15T06:45:00Z,17.7,0.904,85.5,0.19,15,15,899
TV2,S5,2022-08-15T07:00:00Z,18.1,0.893,85.51,0.22,15,15,814
TV2,S5,2022-08-15T07:15:00Z,18.4,0.884,85.53,0.24,15,15,660
TV2,S5,2022-08-15T07:30:00Z,18.8,0.891,85.54,0.24,15,15,595
TV2,S5,2022-08-15T07:45:00Z,19.5,0.904,85.55,0.22,15,15,554
TV2,S5,2022-08-15T08:00:00Z,20.2,0.872,85.54,0.3,15,15,512
TV2,S5,2022-08-15T08:15:00Z,19.8,0.872,85.54,0.29,15,15,484
TV2,S5,2022-08-15T08:30:00Z,19.4,0.885,85.55,0.26,15,15,463
TV2,S5,2022-08-15T08:45:00Z,19.8,0.876,85.55,0.28,15,4,451
TV2,S5,2022-08-15T09:00:00Z,20.3,0.851,85.56,0.36,1,0,445
TV2,S5,2022-08-15T09:15:00Z,20.3,0.85,85.57,0.36,0,0,445
TV2,S5,2022-08-15T09:30:00Z,20.1,0.857,85.58,0.34,0,0,446
TV2,S5,2022-08-15T09:45:00Z,19.6,0.879,85.59,0.28,0,0,447
TV2,S5,2022-08-15T10:00:00Z,19,0.918,85.59,0.18,0,0,448
TV2,S5,2022-08-15T10:15:00Z,18.7,0.94,85.58,0.13,14,9,573
TV2,S5,2022-08-15T10:30:00Z,19.2,0.929,85.56,0.16,15,15,490
TV2,S5,2022-08-15T10:45:00Z,19.7,0.892,85.55,0.25,15,6,455
TV2,S5,2022-08-15T11:00:00Z,19.6,0.91,85.53,0.2,8,4,446
TV2,S5,2022-08-15T11:15:00Z,20.1,0.88,85.51,0.28,0,0,447
TV2,S5,2022-08-15T11:30:00Z,20.1,0.886,85.51,0.27,0,0,447
TV2,S5,2022-08-15T11:45:00Z,19.8,0.899,85.51,0.23,0,0,447
TV2,S5,2022-08-15T12:00:00Z,20.2,0.894,85.51,0.25,0,0,448
TV2,S5,2022-08-15T12:15:00Z,20,0.882,85.5,0.28,0,0,446
TV2,S5,2022-08-15T12:30:00Z,20.9,0.831,85.48,0.42,0,0,447
TV2,S5,2022-08-15T12:45:00Z,20.4,0.862,85.47,0.33,0,0,447
TV2,S5,2022-08-15T13:00:00Z,20,0.898,85.46,0.24,0,0,448
TV2,S5,2022-08-15T13:15:00Z,19.8,0.908,85.45,0.21,11,0,448
TV2,S5,2022-08-15T13:30:00Z,20.7,0.87,85.42,0.32,0,0,447
TV2,S5,2022-08-15T13:45:00Z,19.5,0.921,85.39,0.18,0,0,450
TV2,S5,2022-08-15T14:00:00Z,19.4,0.93,85.37,0.16,15,11,699
TV2,S5,2022-08-15T14:15:00Z,19.1,0.926,85.36,0.16,15,15,659
TV2,S5,2022-08-15T14:30:00Z,19,0.912,85.39,0.19,15,15,627
TV2,S5,2022-08-15T14:45:00Z,18.8,0.902,85.42,0.21,15,15,637
TV2,S5,2022-08-15T15:00:00Z,18.3,0.917,85.4,0.17,15,15,718
TV2,S5,2022-08-15T15:15:00Z,17.9,0.92,85.36,0.16,15,15,849
TV2,S5,2022-08-15T15:30:00Z,17.6,0.938,85.34,0.12,15,15,828
TV2,S5,2022-08-15T15:45:00Z,17.6,0.934,85.36,0.13,15,15,766
TV2,S5,2022-08-15T16:00:00Z,17.5,0.927,85.36,0.15,15,15,714
TV2,S5,2022-08-15T16:15:00Z,17.5,0.924,85.37,0.15,15,15,700
TV2,S5,2022-08-15T16:30:00Z,17.2,0.945,85.4,0.11,15,15,677
TV2,S5,2022-08-15T16:45:00Z,17.2,0.954,85.42,0.09,15,15,652
TV2,S5,2022-08-15T17:00:00Z,17.3,0.946,85.45,0.11,15,15,641
TV2,S5,2022-08-15T17:15:00Z,17.4,0.945,85.45,0.11,15,15,628
TV2,S5,2022-08-15T17:30:00Z,17.3,0.953,85.44,0.09,15,15,616
TV2,S5,2022-08-15T17:45:00Z,17.2,0.964,85.43,0.07,15,15,612
TV2,S5,2022-08-15T18:00:00Z,17.1,0.974,85.45,0.05,15,15,615
TV2,S5,2022-08-15T18:15:00Z,17.1,0.981,85.46,0.04,15,15,612
