z6-16041,Port 1,Port 1,Port 1,Port 4,Port 5,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
7/17/2024 16:45,15,15,468,0,0,0,0,100,8200,88.08,22.3
7/17/2024 17:00,15,15,462,0,0,0,0,100,8195,88.11,21.9
7/17/2024 17:15,15,3,456,0,0,0,0,100,8192,88.11,21.7
7/17/2024 17:30,15,0,456,0,0,0,0,100,8193,88.13,21.5
7/17/2024 17:45,15,7,459,0,0,0,0,100,8187,88.14,21.3
7/17/2024 18:00,15,3,460,0,0,0,0,100,8186,88.17,21
7/17/2024 18:15,15,15,465,0,0,0,0,100,8181,88.18,20.7
7/17/2024 18:30,15,15,470,0,0,0,0,100,8180,88.19,20.4
7/17/2024 18:45,15,15,471,0,0,0,0,100,8176,88.21,20.2
7/17/2024 19:00,15,15,472,0,0,0,0,100,8175,88.24,20.1
7/17/2024 19:15,15,15,472,0,0,0,0,100,8174,88.26,20
7/17/2024 19:30,15,15,474,0,0,0,0,100,8169,88.27,19.8
7/17/2024 19:45,15,15,478,0,0,0,0,100,8167,88.28,19.7
7/17/2024 20:00,15,15,478,0,0,0,0,100,8166,88.27,19.5
7/17/2024 20:15,15,15,471,0,0,0,0,100,8166,88.32,19.4
7/17/2024 20:30,15,8,456,0,0,0,0,100,8165,88.35,19.4
7/17/2024 20:45,15,0,458,0,0,0,0,100,8160,88.35,19.4
7/17/2024 21:00,15,0,456,0,0,0,0,100,8160,88.35,19.2
7/17/2024 21:15,15,0,456,0,0,0,0,100,8158,88.36,19.2
7/17/2024 21:30,15,0,456,0,0,0,0,100,8159,88.38,19.3
7/17/2024 21:45,15,0,459,0,0,0,0,100,8157,88.38,19.2
7/17/2024 22:00,15,0,455,0,0,0,0,100,8153,88.36,19.1
7/17/2024 22:15,15,0,459,0,0,0,0,100,8156,88.33,19.1
7/17/2024 22:30,15,12,464,0,0,0,0,100,8153,88.31,18.9
7/17/2024 22:45,15,15,473,0,0,0,0,100,8151,88.31,18.7
7/17/2024 23:00,15,15,473,0,0,0,0,100,8152,88.29,18.7
7/17/2024 23:15,15,15,471,0,0,0,0,100,8146,88.27,18.7
7/17/2024 23:30,15,15,464,0,0,0,0,100,8149,88.24,18.7
7/17/2024 23:45,15,14,459,0,0,0,0,100,8146,88.23,18.7
7/18/2024 0:00,15,0,457,0,0,0,0,100,8146,88.23,18.7
7/18/2024 0:15,15,0,460,0,0,0,0,100,8142,88.23,18.8
7/18/2024 0:30,15,0,457,0,0,0,0,100,8142,88.2,18.8
7/18/2024 0:45,15,0,458,0,0,0,0,100,8139,88.17,18.8
7/18/2024 1:00,15,6,459,0,0,0,0,100,8137,88.14,18.7
7/18/2024 1:15,15,0,457,0,0,0,0,100,8138,88.11,18.7
7/18/2024 1:30,15,3,457,0,0,0,0,100,8137,88.09,18.6
7/18/2024 1:45,15,2,460,0,0,0,0,100,8136,88.09,18.5
7/18/2024 2:00,15,15,467,0,0,0,0,100,8137,88.11,18.4
7/18/2024 2:15,15,8,457,0,0,0,0,100,8135,88.13,18.4
7/18/2024 2:30,15,0,457,0,0,0,0,100,8133,88.12,18.5
7/18/2024 2:45,15,1,457,0,0,0,0,100,8133,88.09,18.6
7/18/2024 3:00,15,6,462,0,0,0,0,100,8131,88.08,18.6
7/18/2024 3:15,15,11,459,0,0,0,0,100,8129,88.09,18.5
7/18/2024 3:30,15,0,457,0,0,0,0,100,8130,88.1,18.5
7/18/2024 3:45,15,4,460,0,0,0,0,100,8130,88.11,18.5
7/18/2024 4:00,15,15,463,0,0,0,0,100,8127,88.1,18.5
7/18/2024 4:15,15,9,458,0,0,0,0,100,8130,88.08,18.6
7/18/2024 4:30,15,5,458,0,0,0,0,100,8126,88.08,18.7
7/18/2024 4:45,15,0,457,0,0,0,0,100,8128,88.1,18.8
7/18/2024 5:00,15,12,932,0,0,0,0,100,8127,88.11,18.9
7/18/2024 5:15,15,15,845,0,0,0,0,100,8124,88.08,18.9
7/18/2024 5:30,15,15,734,0,0,0,0,100,8124,88.08,19
7/18/2024 5:45,15,15,677,0,0,0,0,100,8123,88.11,19
7/18/2024 6:00,15,15,643,0,0,0,0,100,8124,88.14,19
7/18/2024 6:15,15,15,624,0,0,0,0,100,8121,88.17,19
7/18/2024 6:30,15,15,558,0,0,0,0,100,8121,88.2,19
7/18/2024 6:45,15,15,542,0,0,0,0,100,8119,88.21,19
7/18/2024 7:00,15,15,532,0,0,0,0,100,8118,88.21,19.1
7/18/2024 7:15,15,15,521,0,0,0,0,100,8122,88.19,19.4
7/18/2024 7:30,15,15,510,0,0,0,0,100,8118,88.19,19.8
7/18/2024 7:45,15,15,502,0,0,0,0,100,8118,88.2,20.1
7/18/2024 8:00,15,15,504,0,0,0,0,100,8118,88.21,20.4
7/18/2024 8:15,15,15,478,0,0,0,0,100,8120,88.22,20.7
7/18/2024 8:30,15,13,457,0,0,0,0,100,8102,88.22,21.2
7/18/2024 8:45,15,0,454,0,0,0,0,100,8112,88.22,21.7
7/18/2024 9:00,15,0,452,0,0,0,0,100,8115,88.22,22.3
7/18/2024 9:15,15,0,453,0,0,0,0,100,8116,88.22,22.6
7/18/2024 9:30,15,3,466,0,0,0,0,100,8111,88.22,22.5
7/18/2024 9:45,15,15,917,0,0,0,0,100,8111,88.21,22.3
7/18/2024 10:00,15,15,766,0,0,0,0,100,8114,88.21,22.3
7/18/2024 10:15,15,15,688,0,0,0,0,100,8115,88.2,22.3
7/18/2024 10:30,15,15,676,0,0,0,0,100,8117,88.21,22.2
7/18/2024 10:45,15,15,781,0,0,0,0,100,8118,88.22,22
7/18/2024 11:00,15,15,628,0,0,0,0,100,8124,88.2,21.9
7/18/2024 11:15,15,15,673,0,0,0,0,100,8127,88.19,22.2
7/18/2024 11:30,15,15,594,0,0,0,0,100,8130,88.17,22.5
7/18/2024 11:45,15,15,578,0,0,0,0,100,8127,88.16,22.9
7/18/2024 12:00,15,15,548,0,0,0,0,100,8130,88.17,23
7/18/2024 12:15,15,15,516,0,0,0,0,100,8135,88.15,23.2
7/18/2024 12:30,15,15,493,0,0,0,0,100,8137,88.14,23.7
7/18/2024 12:45,15,14,458,0,0,0,0,100,8153,88.14,24
7/18/2024 13:00,4,0,449,0,0,0,0,100,8165,88.13,25.6
7/18/2024 13:15,1,0,449,0,0,0,0,100,8168,88.12,26.8
7/18/2024 13:30,0,0,449,0,0,0,0,100,8178,88.11,27.5
7/18/2024 13:45,0,0,450,0,0,0,0,100,8179,88.09,27.9
7/18/2024 14:00,15,0,450,0,0,0,0,100,8178,88.09,27.4
7/18/2024 14:15,1,0,449,0,0,0,0,100,8189,88.06,27.4
7/18/2024 14:30,0,0,448,0,0,0,0,100,8203,88.05,28.3
7/18/2024 14:45,0,0,450,0,0,0,0,100,8200,88.04,28.8
7/18/2024 15:00,2,0,450,0,0,0,0,100,8200,88.03,28.4
7/18/2024 15:15,15,0,452,0,0,0,0,100,8191,88.02,27.6
7/18/2024 15:30,15,0,451,0,0,0,0,100,8192,88.02,26.4
7/18/2024 15:45,15,0,451,0,0,0,0,100,8187,88.02,25.6
7/18/2024 16:00,15,0,452,0,0,0,0,100,8184,88.01,24.9
7/18/2024 16:15,15,0,452,0,0,0,0,100,8178,87.98,24.4
7/18/2024 16:30,15,0,453,0,0,0,0,100,8174,87.99,23.8
7/18/2024 16:45,15,0,453,0,0,0,0,100,8168,88.01,23.1
7/18/2024 17:00,15,0,454,0,0,0,0,100,8165,88.06,22.7
7/18/2024 17:15,15,0,454,0,0,0,0,100,8165,88.1,22.3
7/18/2024 17:30,15,0,455,0,0,0,0,100,8162,88.12,21.9
7/18/2024 17:45,15,0,458,0,0,0,0,100,8159,88.12,21.6
7/18/2024 18:00,15,13,468,0,0,0,0,100,8157,88.11,21.1
7/18/2024 18:15,15,15,481,0,0,0,0,100,8153,88.13,20.6
7/18/2024 18:30,15,15,465,0,0,0,0,100,8151,88.16,20.2
7/18/2024 18:45,15,3,455,0,0,0,0,100,8151,88.16,20.1
7/18/2024 19:00,15,0,454,0,0,0,0,100,8146,88.18,19.9
7/18/2024 19:15,15,0,458,0,0,0,0,100,8146,88.19,19.7
7/18/2024 19:30,15,12,459,0,0,0,0,100,8143,88.2,19.5
7/18/2024 19:45,15,2,461,0,0,0,0,100,8144,88.23,19.2
7/18/2024 20:00,15,15,464,0,0,0,0,100,8143,88.24,19
7/18/2024 20:15,15,15,470,0,0,0,0,100,8138,88.25,18.9
7/18/2024 20:30,15,15,474,0,0,0,0,100,8137,88.26,18.9
7/18/2024 20:45,15,15,483,0,0,0,0,100,8137,88.27,18.9
7/18/2024 21:00,15,15,489,0,0,0,0,100,8136,88.28,18.8
7/18/2024 21:15,15,15,486,0,0,0,0,100,8133,88.28,18.8
7/18/2024 21:30,15,15,497,0,0,0,0,100,8135,88.3,18.8
7/18/2024 21:45,15,15,508,0,0,0,0,100,8131,88.3,18.7
7/18/2024 22:00,15,15,521,0,0,0,0,100,8129,88.3,18.6
7/18/2024 22:15,15,15,537,0,0,0,0,100,8129,88.31,18.5
7/18/2024 22:30,15,15,552,0,0,0,0,100,8127,88.31,18.5
7/18/2024 22:45,15,15,570,0,0,0,0,100,8128,88.29,18.5
7/18/2024 23:00,15,15,572,0,0,0,0,100,8125,88.27,18.6
7/18/2024 23:15,15,15,580,0,0,0,0,100,8127,88.25,18.6
7/18/2024 23:30,15,15,594,0,0,0,0,100,8124,88.23,18.6
7/18/2024 23:45,15,15,603,0,0,0,0,100,8122,88.23,18.6
7/19/2024 0:00,15,15,599,0,0,0,0,100,8123,88.22,18.6
7/19/2024 0:15,15,15,881,0,0,0,0,100,8118,88.2,18.8
7/19/2024 0:30,15,15,904,0,0,0,0,100,8118,88.2,18.9
7/19/2024 0:45,15,15,813,0,0,0,0,100,8116,88.19,19
7/19/2024 1:00,15,15,819,0,0,0,0,100,8115,88.18,19.1
7/19/2024 1:15,15,15,959,0,0,0,0,100,8115,88.19,19.1
7/19/2024 1:30,15,15,885,0,0,0,0,100,8115,88.16,19.2
7/19/2024 1:45,15,15,893,0,0,0,0,100,8113,88.16,19.1
7/19/2024 2:00,15,15,899,0,0,0,0,100,8112,88.16,19.1
7/19/2024 2:15,15,15,909,0,0,0,0,100,8111,88.15,19.1
7/19/2024 2:30,15,15,890,0,0,0,0,100,8111,88.15,19
7/19/2024 2:45,15,15,885,0,0,0,0,100,8108,88.15,19
7/19/2024 3:00,15,15,908,0,0,0,0,100,8109,88.13,19
7/19/2024 3:15,15,15,903,0,0,0.4,24,100,8110,88.13,18.9
7/19/2024 3:30,15,15,890,0,0,0.4,12,100,8107,88.12,18.8
7/19/2024 3:45,15,15,863,0,0,0.2,12,100,8105,88.12,18.8
7/19/2024 4:00,15,15,930,0,0,0.4,12,100,8105,88.12,18.7
7/19/2024 4:15,15,15,909,0,0,0.4,12,100,8104,88.1,18.6
7/19/2024 4:30,15,15,795,0,0,0.2,12,100,8104,88.1,18.5
7/19/2024 4:45,15,15,770,0,0,0,0,100,8102,88.09,18.4
7/19/2024 5:00,15,15,760,0,0,0.2,12,100,8102,88.07,18.4
7/19/2024 5:15,15,15,776,0,0,0,0,100,8102,88.05,18.4
7/19/2024 5:30,15,15,774,0,0,0,0,100,8102,88.07,18.4
7/19/2024 5:45,15,15,770,0,0,0,0,100,8097,88.09,18.3
7/19/2024 6:00,15,15,767,0,0,0,0,100,8100,88.09,18.3
7/19/2024 6:15,15,15,744,0,0,0,0,100,8098,88.11,18.4
7/19/2024 6:30,15,15,741,0,0,0,0,100,8096,88.09,18.5
7/19/2024 6:45,15,15,674,0,0,0,0,100,8098,88.08,18.5
7/19/2024 7:00,15,15,664,0,0,0,0,100,8096,88.09,18.5
7/19/2024 7:15,15,15,654,0,0,0,0,100,8096,88.12,18.7
7/19/2024 7:30,15,15,635,0,0,0,0,100,8096,88.17,19.2
7/19/2024 7:45,15,15,620,0,0,0,0,100,8101,88.2,19.6
7/19/2024 8:00,15,15,598,0,0,0,0,100,8099,88.22,20.3
7/19/2024 8:15,15,15,573,0,0,0,0,100,8103,88.23,21
7/19/2024 8:30,15,15,554,0,0,0,0,100,8096,88.22,21.8
7/19/2024 8:45,15,15,531,0,0,0,0,100,8096,88.23,22.5
7/19/2024 9:00,15,15,508,0,0,0,0,100,8099,88.24,23
7/19/2024 9:15,15,15,493,0,0,0,0,100,8099,88.24,23.4
7/19/2024 9:30,15,15,473,0,0,0,0,100,8092,88.23,23.7
7/19/2024 9:45,15,6,453,0,0,0,0,100,8090,88.24,23.6
7/19/2024 10:00,15,0,453,0,0,0,0,100,8091,88.24,23.2
7/19/2024 10:15,15,0,453,0,0,0,0,100,8092,88.24,22.8
7/19/2024 10:30,15,0,452,0,0,0,0,100,8094,88.25,22.9
7/19/2024 10:45,15,0,452,0,0,0,0,100,8093,88.24,23.1
7/19/2024 11:00,15,0,452,0,0,0,0,100,8098,88.24,23.3
7/19/2024 11:15,13,3,478,0,0,0,0,100,8105,88.23,23.6
7/19/2024 11:30,15,4,451,0,0,0,0,100,8110,88.23,24.3
7/19/2024 11:45,2,0,448,0,0,0,0,100,8128,88.22,25.3
7/19/2024 12:00,8,5,463,0,0,0,0,100,8130,88.21,26.4
7/19/2024 12:15,15,7,472,0,0,0,0,100,8126,88.2,25.8
7/19/2024 12:30,15,15,504,0,0,0,0,100,8137,88.18,25
7/19/2024 12:45,9,3,450,0,0,0,0,100,8151,88.16,25.8
7/19/2024 13:00,0,0,449,0,0,0,0,100,8170,88.13,27.1
7/19/2024 13:15,0,0,448,0,0,0,0,100,8176,88.12,28.1
7/19/2024 13:30,6,0,451,0,0,0,0,100,8169,88.09,28
7/19/2024 13:45,15,0,451,0,0,0,0,100,8164,88.09,27
7/19/2024 14:00,15,7,828,0,0,0,0,100,8162,88.07,26
7/19/2024 14:15,15,15,862,0,0,0,0,100,8158,88.07,25.1
7/19/2024 14:30,15,15,832,0,0,0,0,100,8156,88.05,23.9
7/19/2024 14:45,15,15,804,0,0,0,0,100,8159,88.02,23.7
7/19/2024 15:00,15,15,630,0,0,0,0,100,8155,88.03,23.4
7/19/2024 15:15,15,15,605,0,0,0,0,100,8157,88.03,23.2
7/19/2024 15:30,15,15,582,0,0,0,0,100,8157,88.01,23.4
7/19/2024 15:45,15,15,901,0,0,0,0,100,8152,88,22.9
7/19/2024 16:00,15,15,741,0,0,0,0,100,8150,87.99,22.1
7/19/2024 16:15,15,15,795,0,0,0,0,100,8146,88.01,21.5
7/19/2024 16:30,15,15,842,0,0,0,0,100,8143,88.03,20.9
7/19/2024 16:45,15,15,727,0,0,0,0,100,8141,88.03,20.5
7/19/2024 17:00,15,15,915,0,0,0,0,100,8140,88.06,20.2
7/19/2024 17:15,15,15,950,0,0,0.4,12,100,8140,88.09,20
7/19/2024 17:30,15,15,871,0,0,1,12,100,8135,88.11,19.7
7/19/2024 17:45,15,15,913,0,0,1,12,100,8135,88.13,19.5
7/19/2024 18:00,15,15,927,0,0,0.6,12,100,8134,88.17,19.3
7/19/2024 18:15,15,15,896,0,0,0.8,12,100,8130,88.18,18.9
7/19/2024 18:30,15,15,839,0,0,0.8,12,100,8128,88.19,18.5
7/19/2024 18:45,15,15,856,0,0,0.4,12,100,8126,88.2,18.4
7/19/2024 19:00,15,15,882,0,0,0.4,12,100,8127,88.22,18.4
7/19/2024 19:15,15,15,920,0,0,0.8,12,100,8123,88.23,18.4
7/19/2024 19:30,15,15,911,0,0,1,12,100,8124,88.23,18.3
7/19/2024 19:45,15,15,896,0,0,0.8,12,100,8124,88.2,18.3
7/19/2024 20:00,15,15,916,0,0,0.8,12,100,8121,88.19,18.2
7/19/2024 20:15,15,15,794,0,0,0.4,12,100,8121,88.19,18
7/19/2024 20:30,15,15,735,0,0,0.2,12,100,8119,88.19,17.9
7/19/2024 20:45,15,15,656,0,0,0,0,100,8120,88.21,17.7
7/19/2024 21:00,15,15,785,0,0,0,0,100,8115,88.21,17.6
7/19/2024 21:15,15,15,779,0,0,0,0,100,8114,88.21,17.6
7/19/2024 21:30,15,15,770,0,0,0,0,100,8115,88.22,17.7
7/19/2024 21:45,15,15,706,0,0,0,0,100,8115,88.23,17.7
7/19/2024 22:00,15,15,653,0,0,0,0,100,8112,88.21,17.9
7/19/2024 22:15,15,15,610,0,0,0,0,100,8112,88.2,18
7/19/2024 22:30,15,15,576,0,0,0,0,100,8110,88.19,18
7/19/2024 22:45,15,15,550,0,0,0,0,100,8108,88.18,18.1
7/19/2024 23:00,15,15,529,0,0,0,0,100,8109,88.16,18.4
7/19/2024 23:15,15,15,516,0,0,0,0,100,8108,88.15,18.6
7/19/2024 23:30,15,15,506,0,0,0,0,100,8107,88.14,18.6
7/19/2024 23:45,15,15,493,0,0,0,0,100,8107,88.12,18.5
7/20/2024 0:00,15,15,488,0,0,0,0,100,8106,88.12,18.5
7/20/2024 0:15,15,15,487,0,0,0,0,100,8086,88.1,18.4
7/20/2024 0:30,15,15,488,0,0,0,0,100,8092,88.08,18.3
7/20/2024 0:45,15,15,481,0,0,0,0,100,8093,88.06,18
7/20/2024 1:00,15,15,469,0,0,0,0,100,8093,88.05,18.1
7/20/2024 1:15,15,13,460,0,0,0,0,100,8089,88.04,18.2
7/20/2024 1:30,15,1,455,0,0,0,0,100,8089,88.03,18.3
7/20/2024 1:45,15,0,456,0,0,0,0,100,8089,88.02,18.3
7/20/2024 2:00,15,0,455,0,0,0,0,100,8091,88.01,18.2
7/20/2024 2:15,15,0,455,0,0,0,0,100,8088,88,18.2
7/20/2024 2:30,15,0,455,0,0,0,0,100,8089,88,18.4
7/20/2024 2:45,15,0,456,0,0,0,0,100,8087,88,18.4
7/20/2024 3:00,15,0,458,0,0,0,0,100,8086,88.01,18.2
7/20/2024 3:15,15,5,460,0,0,0,0,100,8085,88,18
7/20/2024 3:30,15,15,467,0,0,0,0,100,8085,88.01,17.8
7/20/2024 3:45,15,15,475,0,0,0,0,100,8083,88.01,17.7
7/20/2024 4:00,15,15,475,0,0,0,0,100,8083,88.02,17.5
7/20/2024 4:15,15,15,468,0,0,0,0,100,8083,88.03,17.7
7/20/2024 4:30,15,11,460,0,0,0,0,100,8083,88.02,17.9
7/20/2024 4:45,15,15,467,0,0,0,0,100,8082,88.04,18
7/20/2024 5:00,15,15,474,0,0,0,0,100,8081,88.04,18
7/20/2024 5:15,15,15,481,0,0,0,0,100,8081,88.04,18
7/20/2024 5:30,15,15,479,0,0,0,0,100,8081,88.05,18.1
7/20/2024 5:45,15,15,470,0,0,0,0,100,8080,88.07,18.2
7/20/2024 6:00,15,8,458,0,0,0,0,100,8080,88.1,18.5
7/20/2024 6:15,15,5,456,0,0,0,0,100,8080,88.13,18.7
7/20/2024 6:30,15,0,456,0,0,0,0,100,8080,88.15,19
7/20/2024 6:45,15,0,455,0,0,0,0,100,8077,88.16,19.3
7/20/2024 7:00,15,0,455,0,0,0,0,100,8076,88.16,19.6
7/20/2024 7:15,15,0,454,0,0,0,0,100,8077,88.17,19.9
7/20/2024 7:30,15,0,453,0,0,0,0,100,8078,88.18,20.3
7/20/2024 7:45,15,0,452,0,0,0,0,100,8080,88.19,20.8
7/20/2024 8:00,15,0,452,0,0,0,0,100,8077,88.19,21.6
7/20/2024 8:15,15,0,453,0,0,0,0,100,8062,88.2,22.2
7/20/2024 8:30,15,0,451,0,0,0,0,100,8064,88.21,22.4
7/20/2024 8:45,14,0,451,0,0,0,0,100,8067,88.21,22.9
7/20/2024 9:00,14,0,450,0,0,0,0,100,8072,88.22,23.3
7/20/2024 9:15,8,0,449,0,0,0,0,100,8061,88.22,23.7
7/20/2024 9:30,0,0,448,0,0,0,0,100,8067,88.22,24.6
7/20/2024 9:45,0,0,448,0,0,0,0,100,8072,88.23,25.6
7/20/2024 10:00,0,0,446,0,0,0,0,100,8080,88.22,26
7/20/2024 10:15,0,0,446,0,0,0,0,100,8084,88.22,26.9
7/20/2024 10:30,0,0,447,0,0,0,0,100,8093,88.24,27.3
7/20/2024 10:45,0,0,446,0,0,0,0,100,8099,88.24,27.8
7/20/2024 11:00,0,0,447,0,0,0,0,100,8110,88.26,28.2
7/20/2024 11:15,1,0,451,0,0,0,0,100,8112,88.25,28.5
7/20/2024 11:30,7,6,448,0,0,0,0,100,8125,88.24,28
7/20/2024 11:45,0,0,447,0,0,0,0,100,8134,88.23,28.5
7/20/2024 12:00,0,0,447,0,0,0,0,100,8140,88.2,28.8
7/20/2024 12:15,0,0,447,0,0,0,0,100,8149,88.18,29.8
7/20/2024 12:30,8,0,452,0,0,0,0,100,8144,88.18,29.2
7/20/2024 12:45,11,2,449,0,0,0,0,100,8144,88.17,27.7
7/20/2024 13:00,10,0,450,0,0,0,0,100,8142,88.16,27.1
7/20/2024 13:15,0,0,448,0,0,0,0,100,8154,88.13,27.1
7/20/2024 13:30,0,0,448,0,0,0,0,100,8158,88.1,27.6
7/20/2024 13:45,0,0,448,0,0,0,0,100,8166,88.08,27.3
7/20/2024 14:00,0,0,447,0,0,0,0,100,8173,88.05,27.6
7/20/2024 14:15,0,0,449,0,0,0,0,100,8174,88.05,27.8
7/20/2024 14:30,14,1,450,0,0,0,0,100,8168,88.05,26.9
7/20/2024 14:45,15,0,452,0,0,0,0,100,8164,88.04,26.2
7/20/2024 15:00,15,1,518,0,0,0,0,100,8161,88.02,25.3
7/20/2024 15:15,15,15,659,0,0,0,0,100,8157,87.99,24.6
7/20/2024 15:30,15,15,601,0,0,0,0,100,8153,88.02,23.9
7/20/2024 15:45,15,15,912,0,0,0.2,12,100,8146,88.02,23.2
7/20/2024 16:00,15,15,777,0,0,0.2,12,100,8143,88.03,22.2
7/20/2024 16:15,15,15,738,0,0,0,0,100,8140,88.02,21.6
7/20/2024 16:30,15,15,721,0,0,0,0,100,8140,88.05,21.2
7/20/2024 16:45,15,15,940,0,0,0,0,100,8139,88.04,20.9
7/20/2024 17:00,15,15,749,0,0,0,0,100,8137,88.07,20.7
7/20/2024 17:15,15,15,713,0,0,0,0,100,8135,88.1,20.6
7/20/2024 17:30,15,15,827,0,0,0.8,24,100,8131,88.15,20.4
7/20/2024 17:45,15,15,956,0,0,2,24,100,8131,88.17,20.3
7/20/2024 18:00,15,15,747,0,0,0.8,12,100,8130,88.21,19.8
7/20/2024 18:15,15,15,864,0,0,1,24,100,8126,88.19,19.5
7/20/2024 18:30,15,15,767,0,0,0.2,12,100,8126,88.15,19.2
7/20/2024 18:45,15,15,775,0,0,0.2,12,100,8121,88.13,19
7/20/2024 19:00,15,15,739,0,0,0,0,100,8123,88.16,19.1
7/20/2024 19:15,15,15,714,0,0,0,0,100,8120,88.17,19.2
7/20/2024 19:30,15,15,712,0,0,0,0,100,8121,88.18,19.3
7/20/2024 19:45,15,15,686,0,0,0,0,100,8117,88.19,19.3
7/20/2024 20:00,15,15,694,0,0,0,0,100,8118,88.19,19.4
7/20/2024 20:15,15,15,674,0,0,0,0,100,8115,88.19,19.4
7/20/2024 20:30,15,15,663,0,0,0,0,100,8114,88.18,19.3
7/20/2024 20:45,15,15,660,0,0,0.2,12,100,8114,88.18,19.2
7/20/2024 21:00,15,15,668,0,0,0,0,100,8112,88.18,19.1
7/20/2024 21:15,15,15,663,0,0,0,0,100,8109,88.19,19
7/20/2024 21:30,15,15,657,0,0,0,0,100,8110,88.2,18.9
7/20/2024 21:45,15,15,634,0,0,0,0,100,8109,88.2,18.8
7/20/2024 22:00,15,15,780,0,0,0,0,100,8107,88.19,18.9
7/20/2024 22:15,15,15,771,0,0,0,0,100,8105,88.19,19
7/20/2024 22:30,15,15,743,0,0,0,0,100,8105,88.21,19.1
7/20/2024 22:45,15,15,722,0,0,0,0,100,8103,88.22,19.1
7/20/2024 23:00,15,15,646,0,0,0,0,100,8104,88.22,19.1
7/20/2024 23:15,15,15,780,0,0,0,0,100,8104,88.19,19.2
7/20/2024 23:30,15,15,737,0,0,0,0,100,8102,88.19,19.2
7/20/2024 23:45,15,15,789,0,0,0,0,100,8100,88.17,19.3
7/21/2024 0:00,15,15,765,0,0,0,0,100,8099,88.15,19.4
7/21/2024 0:15,15,15,695,0,0,0,0,100,8077,88.11,19.5
7/21/2024 0:30,15,15,750,0,0,0,0,100,8082,88.08,19.5
7/21/2024 0:45,15,15,783,0,0,0,0,100,8085,88.05,19.5
7/21/2024 1:00,15,15,665,0,0,0,0,100,8086,88.04,19.5
7/21/2024 1:15,15,15,657,0,0,0,0,100,8084,88.04,19.5
7/21/2024 1:30,15,15,635,0,0,0,0,100,8082,88.03,19.4
7/21/2024 1:45,15,15,615,0,0,0,0,100,8083,88.02,19.4
7/21/2024 2:00,15,15,622,0,0,0,0,100,8083,88,19.4
7/21/2024 2:15,15,15,808,0,0,0,0,100,8080,87.99,19.4
7/21/2024 2:30,15,15,818,0,0,0,0,100,8080,87.99,19.4
7/21/2024 2:45,15,15,734,0,0,0,0,100,8079,87.98,19.4
7/21/2024 3:00,15,15,691,0,0,0,0,100,8077,87.95,19.3
7/21/2024 3:15,15,15,652,0,0,0,0,100,8078,87.95,19.3
7/21/2024 3:30,15,15,627,0,0,0,0,100,8076,87.94,19.3
7/21/2024 3:45,15,15,774,0,0,0,0,100,8076,87.95,19.3
7/21/2024 4:00,15,15,769,0,0,0,0,100,8076,87.94,19.4
7/21/2024 4:15,15,15,727,0,0,0,0,100,8075,87.95,19.4
